name,determinant,role,cohorts,Greene_candidate_vectors,Montesinos_candidate_vectors,PE_passes,PES_passes,PEM_passes,PESM_passes,PESMB_passes
13n_4011,79,control,greene,1,,1,1,1,1,1
13n_4014,251,target,greene,1,,1,0,0,0,0
13n_4015,93,target,greene,1,,0,0,0,0,0
13n_4016,75,control,greene,1,,1,1,1,1,1
13n_4017,153,target,greene,1,,1,0,0,0,0
13n_4019,167,target,greene,1,,1,0,0,0,0
13n_4021,93,control,greene,1,,1,1,1,1,1
13n_4023,153,target,greene,1,,1,0,0,0,0
13n_4025,65,target,greene,1,,1,0,0,0,0
13n_4027,201,control,greene,1,,1,1,1,1,1
13n_403,81,target,greene,1,,1,0,0,0,0
13n_4030,129,control,greene,1,,1,1,1,1,1
13n_4037,177,target,greene,1,,1,0,0,0,0
13n_404,135,target,greene,1,,1,0,0,0,0
13n_4040,79,target,greene,1,,0,0,0,0,0
13n_4042,125,target,greene,1,,1,0,0,0,0
13n_4043,95,target,greene,1,,0,0,0,0,0
13n_4045,153,control,greene,81,,1,1,1,1,1
13n_4054,111,target,greene,1,,0,0,0,0,0
13n_4057,173,target,greene,1,,1,0,0,0,0
13n_4060,159,control,greene,1,,1,1,1,1,1
13n_4061,89,target,greene,2,,1,0,0,0,0
13n_4062,59,target,greene,1,,1,0,0,0,0
13n_4063,81,control,greene,18,,1,1,1,1,1
13n_4065,109,control,greene,1,,1,1,1,1,1
13n_4067,153,target,greene,1,,1,0,0,0,0
13n_4068,215,target,greene,1,,1,0,0,0,0
13n_4069,157,target,greene,1,,1,0,0,0,0
13n_4070,111,control,greene,1,,1,1,1,1,1
13n_4074,163,target,greene,1,,1,0,0,0,0
13n_4075,139,target,greene,1,,1,0,0,0,0
13n_4076,153,target,greene,1,,1,0,0,0,0
13n_4078,181,target,greene,1,,1,0,0,0,0
13n_4081,151,target,greene,1,,1,0,0,0,0
13n_4082,163,control,greene,1,,1,1,1,1,1
13n_4083,83,target,greene,1,,1,0,0,0,0
13n_4093,227,target,greene,1,,1,0,0,0,0
13n_4096,83,target,greene,1,,1,0,0,0,0
13n_4099,137,control,greene,1,,1,1,1,1,1
13n_410,113,target,greene,1,,1,0,0,0,0
13n_4100,183,control,greene,1,,1,1,1,1,1
13n_4102,167,target,greene,1,,1,0,0,0,0
13n_411,151,target,greene,1,,1,0,0,0,0
13n_4110,173,target,greene,1,,1,0,0,0,0
13n_4111,63,control,greene,1,,1,1,1,1,1
13n_4114,207,control,greene,1,,1,1,1,1,1
13n_4117,167,target,greene,1,,1,0,0,0,0
13n_4118,239,target,greene,1,,0,0,0,0,0
13n_4119,213,target,greene,1,,1,0,0,0,0
13n_4123,111,control,greene,1,,1,1,1,1,1
13n_4129,173,target,greene,1,,1,0,0,0,0
13n_4131,207,target,greene,1,,1,0,0,0,0
13n_4134,83,target,greene,1,,1,0,0,0,0
13n_4135,203,control,greene,1,,1,1,1,1,1
13n_4136,123,target,greene,1,,1,0,0,0,0
13n_4137,165,target,greene,1,,1,0,0,0,0
13n_4139,155,target,greene,1,,1,0,0,0,0
13n_4144,131,target,greene,1,,1,0,0,0,0
13n_4145,191,target,greene,1,,1,0,0,0,0
13n_4146,211,target,greene,1,,1,0,0,0,0
13n_4148,151,target,greene,1,,1,0,0,0,0
13n_4149,163,target,greene,1,,1,0,0,0,0
13n_415,81,target,greene,1,,1,0,0,0,0
13n_4150,121,target,greene,1,,0,0,0,0,0
13n_4151,167,target,greene,1,,1,0,0,0,0
13n_4154,159,control,greene,1,,1,1,1,1,1
13n_4155,193,target,greene,1,,1,0,0,0,0
13n_4156,117,control,greene,1,,1,1,1,1,1
13n_4158,125,control,greene,1,,1,1,1,1,1
13n_416,135,target,greene,1,,1,0,0,0,0
13n_4162,147,target,greene,1,,1,0,0,0,0
13n_4165,133,target,greene,1,,1,0,0,0,0
13n_4167,205,control,greene,1,,1,1,1,1,1
13n_4171,135,target,greene,1,,1,0,0,0,0
13n_4172,151,target,greene,1,,1,0,0,0,0
13n_4176,183,control,greene,1,,1,1,1,1,1
13n_4177,131,target,greene,3,,1,0,0,0,0
13n_4181,141,target,greene,1,,1,0,0,0,0
13n_4182,111,target,greene,1,,1,0,0,0,0
13n_4184,177,target,greene,1,,1,0,0,0,0
13n_4188,81,target,greene,1,,1,0,0,0,0
13n_4191,89,target,greene,1,,1,0,0,0,0
13n_4192,199,control,greene,1,,1,1,1,1,1
13n_4193,179,target,greene,1,,1,0,0,0,0
13n_4194,201,target,greene,1,,1,0,0,0,0
13n_4199,135,control,greene,1,,1,1,1,1,1
13n_4203,139,control,greene,1,,1,1,1,1,1
13n_4210,179,target,greene,1,,1,0,0,0,0
13n_4214,217,target,greene,1,,1,0,0,0,0
13n_4215,189,control,greene,1,,1,1,1,1,1
13n_4216,155,target,greene,1,,1,0,0,0,0
13n_4217,133,target,greene,1,,1,0,0,0,0
13n_422,99,target,greene,1,,1,0,0,0,0
13n_4224,163,target,greene,1,,1,0,0,0,0
13n_423,99,target,greene,1,,1,0,0,0,0
13n_4231,103,target,greene,3,,1,0,0,0,0
13n_4233,107,target,greene,1,,1,0,0,0,0
13n_4236,49,target,greene,243,,0,0,0,0,0
13n_4237,89,target,greene,1,,1,0,0,0,0
13n_4239,221,control,greene,1,,1,1,1,1,1
13n_424,123,target,greene,1,,1,0,0,0,0
13n_4240,165,target,greene,1,,1,0,0,0,0
13n_4247,75,target,greene,1,,1,0,0,0,0
13n_4252,157,target,greene,1,,1,0,0,0,0
13n_4255,227,target,greene,1,,1,0,0,0,0
13n_4259,243,target,greene,1,,1,0,0,0,0
13n_426,117,target,greene,1,,1,0,0,0,0
13n_4260,179,target,greene,1,,1,0,0,0,0
13n_4261,301,target,greene,1,,1,0,0,0,0
13n_4267,133,target,greene,1,,1,0,0,0,0
13n_4269,55,target,greene,1,,0,0,0,0,0
13n_427,117,target,greene,1,,1,0,0,0,0
13n_4271,127,control,greene,1,,1,1,1,1,1
13n_4273,151,target,greene,1,,1,0,0,0,0
13n_4278,133,target,greene,1,,1,0,0,0,0
13n_4279,129,target,greene,1,,1,0,0,0,0
13n_4280,155,control,greene,1,,1,1,1,1,1
13n_4282,167,target,greene,1,,1,0,0,0,0
13n_4284,61,target,greene,1,,1,0,0,0,0
13n_4285,211,target,greene,1,,1,0,0,0,0
13n_4287,107,control,greene,3,,1,1,1,1,1
13n_4290,179,target,greene,1,,1,0,0,0,0
13n_4292,83,target,greene,1,,1,0,0,0,0
13n_4293,113,target,greene,1,,1,0,0,0,0
13n_4294,173,target,greene,1,,1,0,0,0,0
13n_4295,49,target,greene,4,,0,0,0,0,0
13n_4301,101,target,greene,1,,1,0,0,0,0
13n_4305,191,control,greene,1,,1,1,1,1,1
13n_4307,163,target,greene,1,,1,0,0,0,0
13n_4308,79,control,greene,9,,1,1,1,1,1
13n_4309,173,target,greene,1,,1,0,0,0,0
13n_4312,211,target,greene,1,,1,0,0,0,0
13n_4315,87,target,greene,1,,1,0,0,0,0
13n_4318,177,target,greene,1,,0,0,0,0,0
13n_4319,195,control,greene,1,,1,1,1,1,1
13n_432,213,target,greene,1,,1,0,0,0,0
13n_4320,139,target,greene,1,,1,0,0,0,0
13n_4323,211,target,greene,1,,1,0,0,0,0
13n_4325,189,target,greene,1,,1,0,0,0,0
13n_4326,153,target,greene,1,,1,0,0,0,0
13n_4328,121,target,greene,1,,1,0,0,0,0
13n_4329,141,control,greene,1,,1,1,1,1,1
13n_4330,115,target,greene,1,,1,0,0,0,0
13n_4331,175,target,greene,1,,1,0,0,0,0
13n_4333,123,control,greene,1,,1,1,1,1,1
13n_4334,147,target,greene,1,,1,0,0,0,0
13n_4335,171,target,greene,1,,1,0,0,0,0
13n_4336,131,target,greene,1,,1,0,0,0,0
13n_4337,95,control,greene,1,,1,1,1,1,1
13n_4338,213,control,greene,1,,1,1,1,1,1
13n_4339,237,target,greene,1,,1,0,0,0,0
13n_434,171,target,greene,1,,1,0,0,0,0
13n_4344,261,control,greene,1,,1,1,1,1,1
13n_4345,93,target,greene,1,,1,0,0,0,0
13n_4346,159,target,greene,1,,1,0,0,0,0
13n_4347,193,target,greene,1,,1,0,0,0,0
13n_4348,107,target,greene,1,,1,0,0,0,0
13n_4349,103,target,greene,1,,1,0,0,0,0
13n_435,171,target,greene,1,,1,0,0,0,0
13n_4350,253,control,greene,1,,1,1,1,1,1
13n_4351,177,control,greene,1,,1,1,1,1,1
13n_4354,147,target,greene,1,,1,0,0,0,0
13n_4355,199,control,greene,1,,1,1,1,1,1
13n_4357,137,control,greene,1,,1,1,1,1,1
13n_4358,223,control,greene,1,,1,1,1,1,1
13n_436,81,target,greene,1,,1,0,0,0,0
13n_4367,115,target,greene,3,,1,0,0,0,0
13n_4369,135,target,greene,1,,1,0,0,0,0
13n_4370,93,target,greene,1,,1,0,0,0,0
13n_4372,79,target,greene,1,,1,0,0,0,0
13n_4376,75,target,greene,1,,1,0,0,0,0
13n_439,135,target,greene,1,,1,0,0,0,0
13n_4392,177,control,greene,1,,1,1,1,1,1
13n_4400,121,control,greene,3,,1,1,1,1,1
13n_4402,213,target,greene,1,,1,0,0,0,0
13n_4409,121,control,greene,1,,1,1,1,1,1
13n_4412,131,target,greene,1,,1,0,0,0,0
13n_4413,199,target,greene,1,,1,0,0,0,0
13n_4416,165,control,greene,1,,1,1,1,1,1
13n_4421,171,control,greene,1,,1,1,1,1,1
13n_4423,167,target,greene,1,,1,0,0,0,0
13n_4426,199,target,greene,1,,1,0,0,0,0
13n_4427,113,control,greene,1,,1,1,1,1,1
13n_443,91,target,greene,1,,1,0,0,0,0
13n_4431,95,target,greene,1,,1,0,0,0,0
13n_4433,157,control,greene,1,,1,1,1,1,1
13n_4434,213,target,greene,1,,1,0,0,0,0
13n_4437,115,control,greene,1,,1,1,1,1,1
13n_4439,163,target,greene,1,,1,0,0,0,0
13n_444,125,target,greene,1,,1,0,0,0,0
13n_4442,155,control,greene,1,,1,1,1,1,1
13n_4448,159,control,greene,1,,1,1,1,1,1
13n_4449,157,target,greene,1,,1,0,0,0,0
13n_4450,227,target,greene,1,,1,0,0,0,0
13n_4451,231,target,greene,1,,1,0,0,0,0
13n_4453,193,target,greene,1,,1,0,0,0,0
13n_4457,127,target,greene,1,,1,0,0,0,0
13n_4458,69,target,greene,1,,1,0,0,0,0
13n_4459,189,control,greene,1,,1,1,1,1,1
13n_4461,81,target,greene,1,,1,0,0,0,0
13n_4468,211,control,greene,1,,1,1,1,1,1
13n_447,81,target,greene,1,,1,0,0,0,0
13n_4470,239,control,greene,1,,1,1,1,1,1
13n_4476,191,target,greene,1,,1,0,0,0,0
13n_4477,131,target,greene,1,,1,0,0,0,0
13n_4478,207,target,greene,1,,1,0,0,0,0
13n_448,135,target,greene,1,,1,0,0,0,0
13n_4482,179,target,greene,1,,1,0,0,0,0
13n_4488,193,target,greene,1,,1,0,0,0,0
13n_4489,177,target,greene,1,,1,0,0,0,0
13n_4491,173,target,greene,1,,1,0,0,0,0
13n_4492,193,control,greene,1,,1,1,1,1,1
13n_4496,183,control,greene,1,,1,1,1,1,1
13n_4498,113,target,greene,1,,1,0,0,0,0
13n_4499,91,target,greene,1,,1,0,0,0,0
13n_4507,135,control,greene,1,,1,1,1,1,1
13n_4509,199,target,greene,1,,1,0,0,0,0
13n_4510,171,target,greene,1,,1,0,0,0,0
13n_4513,121,target,greene,1,,1,0,0,0,0
13n_4514,25,target,greene,54,,1,0,0,0,0
13n_4515,147,target,greene,1,,1,0,0,0,0
13n_4517,163,target,greene,1,,1,0,0,0,0
13n_4518,169,target,greene,9,,1,0,0,0,0
13n_4519,161,control,greene,1,,1,1,1,1,1
13n_452,211,target,greene,1,,1,0,0,0,0
13n_4521,153,target,greene,1,,1,0,0,0,0
13n_4525,153,target,greene,1,,1,0,0,0,0
13n_4528,127,target,greene,1,,1,0,0,0,0
13n_4530,223,target,greene,1,,1,0,0,0,0
13n_4532,263,target,greene,1,,1,0,0,0,0
13n_4533,163,target,greene,1,,1,0,0,0,0
13n_4535,57,target,greene,1,,1,0,0,0,0
13n_4536,87,target,greene,1,,1,0,0,0,0
13n_4537,93,target,greene,1,,1,0,0,0,0
13n_454,119,target,greene,1,,1,0,0,0,0
13n_4541,191,target,greene,1,,1,0,0,0,0
13n_4543,223,target,greene,1,,1,0,0,0,0
13n_4545,59,target,greene,1,,1,0,0,0,0
13n_4547,163,target,greene,1,,1,0,0,0,0
13n_4548,71,target,greene,1,,1,0,0,0,0
13n_4549,189,target,greene,1,,1,0,0,0,0
13n_4555,247,target,greene,1,,1,0,0,0,0
13n_4557,229,target,greene,1,,1,0,0,0,0
13n_4562,103,control,greene,1,,1,1,1,1,1
13n_4564,165,target,greene,1,,1,0,0,0,0
13n_457,121,target,greene,1,,1,0,0,0,0
13n_4577,103,target,greene,1,,1,0,0,0,0
13n_4581,131,target,greene,1,,1,0,0,0,0
13n_4586,155,control,greene,1,,1,1,1,1,1
13n_4590,107,target,greene,1,,1,0,0,0,0
13n_4593,153,target,greene,9,,1,0,0,0,0
13n_4597,185,control,greene,1,,1,1,1,1,1
13n_4598,167,target,greene,1,,1,0,0,0,0
13n_4599,141,target,greene,1,,1,0,0,0,0
13n_460,147,target,greene,1,,1,0,0,0,0
13n_4600,175,target,greene,1,,1,0,0,0,0
13n_4601,117,target,greene,1,,1,0,0,0,0
13n_4602,171,target,greene,1,,1,0,0,0,0
13n_4604,147,control,greene,1,,1,1,1,1,1
13n_4610,131,target,greene,1,,1,0,0,0,0
13n_4611,139,target,greene,1,,1,0,0,0,0
13n_4616,181,target,greene,1,,1,0,0,0,0
13n_4618,205,control,greene,1,,1,1,1,1,1
13n_4621,225,target,greene,1,,1,0,0,0,0
13n_4624,171,control,greene,1,,1,1,1,1,1
13n_4626,127,target,greene,1,,1,0,0,0,0
13n_4627,261,target,greene,1,,1,0,0,0,0
13n_463,43,target,greene,1,,1,0,0,0,0
13n_4630,185,control,greene,1,,1,1,1,1,1
13n_464,57,target,greene,1,,1,0,0,0,0
13n_4642,243,target,greene,1,,1,0,0,0,0
13n_4644,141,target,greene,1,,1,0,0,0,0
13n_4645,189,target,greene,1,,1,0,0,0,0
13n_4647,133,target,greene,1,,1,0,0,0,0
13n_4649,77,target,greene,1,,0,0,0,0,0
13n_465,87,target,greene,1,,1,0,0,0,0
13n_4650,143,target,greene,1,,0,0,0,0,0
13n_4651,181,target,greene,1,,1,0,0,0,0
13n_4652,197,target,greene,1,,1,0,0,0,0
13n_4655,107,control,greene,1,,1,1,1,1,1
13n_4662,163,target,greene,1,,1,0,0,0,0
13n_4664,97,target,greene,1,,1,0,0,0,0
13n_4665,137,target,greene,1,,1,0,0,0,0
13n_4666,311,target,greene,1,,1,0,0,0,0
13n_4669,191,target,greene,1,,1,0,0,0,0
13n_4675,161,target,greene,1,,1,0,0,0,0
13n_4678,155,target,greene,1,,1,0,0,0,0
13n_4680,181,control,greene,1,,1,1,1,1,1
13n_4682,151,target,greene,1,,1,0,0,0,0
13n_4690,187,control,greene,1,,1,1,1,1,1
13n_4692,277,target,greene,1,,1,0,0,0,0
13n_4697,203,target,greene,1,,1,0,0,0,0
13n_4699,201,target,greene,1,,1,0,0,0,0
13n_470,127,target,greene,1,,1,0,0,0,0
13n_4701,163,target,greene,1,,1,0,0,0,0
13n_4702,83,target,greene,1,,0,0,0,0,0
13n_4703,221,target,greene,1,,1,0,0,0,0
13n_4706,207,target,greene,1,,1,0,0,0,0
13n_4707,133,control,greene,1,,1,1,1,1,1
13n_4719,141,target,greene,1,,1,0,0,0,0
13n_4734,213,control,greene,1,,1,1,1,1,1
13n_4739,269,target,greene,1,,1,0,0,0,0
13n_474,143,target,greene,1,,1,0,0,0,0
13n_4741,227,control,greene,1,,1,1,1,1,1
13n_4748,105,control,greene,1,,1,1,1,1,1
13n_4750,131,target,greene,1,,1,0,0,0,0
13n_4753,213,target,greene,1,,1,0,0,0,0
13n_4754,253,target,greene,1,,1,0,0,0,0
13n_4756,219,target,greene,1,,1,0,0,0,0
13n_4758,123,control,greene,1,,1,1,1,1,1
13n_4762,223,target,greene,1,,1,0,0,0,0
13n_4764,135,target,greene,1,,1,0,0,0,0
13n_4765,143,control,greene,1,,1,1,1,1,1
13n_4769,175,target,greene,1,,1,0,0,0,0
13n_477,211,target,greene,1,,1,0,0,0,0
13n_4772,219,target,greene,1,,1,0,0,0,0
13n_4773,175,control,greene,1,,1,1,1,1,1
13n_4775,163,target,greene,1,,1,0,0,0,0
13n_4777,203,target,greene,1,,1,0,0,0,0
13n_4778,227,target,greene,1,,1,0,0,0,0
13n_4780,151,control,greene,1,,1,1,1,1,1
13n_4781,187,target,greene,1,,1,0,0,0,0
13n_4784,187,target,greene,1,,1,0,0,0,0
13n_4786,219,target,greene,1,,1,0,0,0,0
13n_4792,107,target,greene,1,,1,0,0,0,0
13n_4796,107,target,greene,1,,0,0,0,0,0
13n_4798,75,target,greene,1,,1,0,0,0,0
13n_4799,151,target,greene,1,,1,0,0,0,0
13n_48,67,target,greene,1,,1,0,0,0,0
13n_480,125,target,greene,1,,1,0,0,0,0
13n_4801,121,target,greene,1,,1,0,0,0,0
13n_4808,103,control,greene,1,,1,1,1,1,1
13n_4811,253,control,greene,1,,1,1,1,1,1
13n_4814,203,target,greene,1,,1,0,0,0,0
13n_4815,135,target,greene,1,,1,0,0,0,0
13n_4816,163,target,greene,1,,1,0,0,0,0
13n_4824,153,target,greene,1,,1,0,0,0,0
13n_4829,177,target,greene,1,,0,0,0,0,0
13n_483,191,target,greene,1,,1,0,0,0,0
13n_4830,237,target,greene,1,,1,0,0,0,0
13n_4832,123,control,greene,1,,1,1,1,1,1
13n_4833,179,target,greene,1,,1,0,0,0,0
13n_4834,193,target,greene,1,,1,0,0,0,0
13n_4839,211,target,greene,1,,1,0,0,0,0
13n_4840,279,target,greene,1,,1,0,0,0,0
13n_4842,109,target,greene,1,,1,0,0,0,0
13n_4843,177,target,greene,1,,1,0,0,0,0
13n_4847,213,target,greene,1,,1,0,0,0,0
13n_4848,131,target,greene,1,,1,0,0,0,0
13n_485,121,target,greene,1,,1,0,0,0,0
13n_4852,167,target,greene,1,,0,0,0,0,0
13n_4855,119,target,greene,1,,1,0,0,0,0
13n_4856,109,target,greene,1,,1,0,0,0,0
13n_4857,197,target,greene,1,,1,0,0,0,0
13n_4858,73,target,greene,3,,1,0,0,0,0
13n_4863,215,control,greene,1,,1,1,1,1,1
13n_4873,187,target,greene,1,,1,0,0,0,0
13n_4878,149,target,greene,1,,1,0,0,0,0
13n_488,147,target,greene,1,,1,0,0,0,0
13n_4880,229,target,greene,1,,1,0,0,0,0
13n_4882,137,target,greene,1,,1,0,0,0,0
13n_4885,187,target,greene,1,,1,0,0,0,0
13n_4886,167,target,greene,1,,1,0,0,0,0
13n_4887,183,target,greene,1,,0,0,0,0,0
13n_4889,167,target,greene,1,,0,0,0,0,0
13n_4895,127,target,greene,27,,1,0,0,0,0
13n_4896,147,target,greene,1,,1,0,0,0,0
13n_4898,133,control,greene,1,,1,1,1,1,1
13n_4901,257,target,greene,1,,1,0,0,0,0
13n_4904,127,target,greene,1,,1,0,0,0,0
13n_4905,241,target,greene,1,,1,0,0,0,0
13n_4909,199,control,greene,1,,1,1,1,1,1
13n_4912,239,target,greene,1,,1,0,0,0,0
13n_4913,143,control,greene,1,,1,1,1,1,1
13n_4917,161,control,greene,1,,1,1,1,1,1
13n_4920,127,target,greene,1,,1,0,0,0,0
13n_4922,237,target,greene,1,,1,0,0,0,0
13n_4923,211,control,greene,1,,1,1,1,1,1
13n_4925,173,target,greene,1,,1,0,0,0,0
13n_4928,143,target,greene,1,,1,0,0,0,0
13n_4935,207,target,greene,1,,1,0,0,0,0
13n_4940,219,control,greene,1,,1,1,1,1,1
13n_4942,181,target,greene,1,,1,0,0,0,0
13n_4947,151,control,greene,1,,1,1,1,1,1
13n_4953,161,target,greene,1,,1,0,0,0,0
13n_4956,139,target,greene,1,,1,0,0,0,0
13n_4959,209,target,greene,1,,1,0,0,0,0
13n_4961,153,control,greene,1,,1,1,1,1,1
13n_4963,189,target,greene,1,,1,0,0,0,0
13n_497,131,target,greene,1,,1,0,0,0,0
13n_4976,167,target,greene,1,,1,0,0,0,0
13n_4979,67,target,greene,3,,1,0,0,0,0
13n_498,181,target,greene,1,,1,0,0,0,0
13n_4980,159,target,greene,1,,1,0,0,0,0
13n_4981,213,target,greene,1,,0,0,0,0,0
13n_4984,203,target,greene,1,,1,0,0,0,0
13n_4986,209,target,greene,1,,1,0,0,0,0
13n_4987,243,target,greene,1,,1,0,0,0,0
13n_4995,99,target,greene,1,,0,0,0,0,0
13n_4997,197,target,greene,1,,1,0,0,0,0
13n_5000,189,control,greene,1,,1,1,1,1,1
13n_5005,227,target,greene,1,,1,0,0,0,0
13n_5010,259,control,greene,1,,1,1,1,1,1
13n_5012,219,target,greene,1,,1,0,0,0,0
13n_5026,139,target,greene,1,,0,0,0,0,0
13n_5029,251,target,greene,1,,1,0,0,0,0
13n_503,155,target,greene,1,,1,0,0,0,0
13n_5035,179,target,greene,1,,1,0,0,0,0
13n_5039,197,control,greene,1,,1,1,1,1,1
13n_5040,163,control,greene,1,,1,1,1,1,1
13n_5041,177,target,greene,1,,1,0,0,0,0
13n_5042,229,target,greene,1,,1,0,0,0,0
13n_5048,123,control,greene,1,,1,1,1,1,1
13n_505,139,target,greene,1,,1,0,0,0,0
13n_5053,171,target,greene,1,,1,0,0,0,0
13n_5057,99,control,greene,1,,1,1,1,1,1
13n_5060,135,target,greene,1,,0,0,0,0,0
13n_5066,229,target,greene,1,,1,0,0,0,0
13n_5067,163,target,greene,1,,1,0,0,0,0
13n_5068,189,target,greene,1,,1,0,0,0,0
13n_5069,175,target,greene,1,,1,0,0,0,0
13n_507,111,target,greene,1,,1,0,0,0,0
13n_5073,163,target,greene,1,,1,0,0,0,0
13n_5078,181,target,greene,1,,1,0,0,0,0
13n_5079,217,target,greene,1,,1,0,0,0,0
13n_5082,119,control,greene,1,,1,1,1,1,1
13n_5089,147,target,greene,1,,1,0,0,0,0
13n_5099,227,target,greene,1,,1,0,0,0,0
13n_5109,235,target,greene,1,,1,0,0,0,0
13n_515,237,target,greene,1,,1,0,0,0,0
13n_518,121,target,greene,1,,1,0,0,0,0
13n_52,151,target,greene,1,,0,0,0,0,0
13n_520,191,target,greene,1,,1,0,0,0,0
13n_522,219,target,greene,1,,1,0,0,0,0
13n_527,237,target,greene,1,,1,0,0,0,0
13n_529,121,target,greene,1,,1,0,0,0,0
13n_53,129,target,greene,1,,1,0,0,0,0
13n_530,191,target,greene,1,,1,0,0,0,0
13n_532,219,target,greene,1,,1,0,0,0,0
13n_538,125,target,greene,1,,1,0,0,0,0
13n_541,191,target,greene,1,,1,0,0,0,0
13n_544,137,target,greene,1,,1,0,0,0,0
13n_552,127,target,greene,1,,1,0,0,0,0
13n_556,143,target,greene,1,,1,0,0,0,0
13n_559,125,target,greene,1,,1,0,0,0,0
13n_561,75,control,greene,27,,1,1,1,1,1
13n_563,51,control,greene,1,,1,1,1,1,1
13n_565,199,target,greene,1,,1,0,0,0,0
13n_566,137,target,greene,1,,1,0,0,0,0
13n_568,69,target,greene,1,,1,0,0,0,0
13n_57,127,target,greene,1,,0,0,0,0,0
13n_570,65,control,greene,1,,1,1,1,1,1
13n_575,61,control,greene,3,,1,1,1,1,1
13n_576,125,target,greene,1,,1,0,0,0,0
13n_578,75,control,greene,9,,1,1,1,1,1
13n_580,199,target,greene,1,,1,0,0,0,0
13n_581,137,target,greene,1,,1,0,0,0,0
13n_582,107,target,greene,1,,1,0,0,0,0
13n_583,33,control,greene,18,,1,1,1,1,1
13n_585,39,control,greene,1,,1,1,1,1,1
13n_587,57,control,greene,1,,1,1,1,1,1
13n_589,63,control,greene,2,,1,1,1,1,1
13n_590,181,target,greene,1,,1,0,0,0,0
13n_591,115,target,greene,1,,1,0,0,0,0
13n_595,111,target,greene,1,,1,0,0,0,0
13n_598,109,target,greene,1,,1,0,0,0,0
13n_599,179,target,greene,1,,1,0,0,0,0
13n_600,101,target,greene,1,,1,0,0,0,0
13n_606,123,target,greene,1,,1,0,0,0,0
13n_607,63,target,greene,1,,1,0,0,0,0
13n_608,63,target,greene,1,,1,0,0,0,0
13n_614,105,control,greene,27,,1,1,1,1,1
13n_615,69,target,greene,1,,1,0,0,0,0
13n_617,117,control,greene,1,,1,1,1,1,1
13n_618,93,target,greene,1,,1,0,0,0,0
13n_619,117,control,greene,1,,1,1,1,1,1
13n_625,65,target,greene,1,,1,0,0,0,0
13n_626,119,target,greene,1,,1,0,0,0,0
13n_63,191,target,greene,1,,1,0,0,0,0
13n_630,99,target,greene,1,,1,0,0,0,0
13n_632,139,target,greene,1,,0,0,0,0,0
13n_633,157,target,greene,1,,1,0,0,0,0
13n_634,87,target,greene,1,,1,0,0,0,0
13n_635,123,target,greene,1,,1,0,0,0,0
13n_636,81,target,greene,27,,1,0,0,0,0
13n_637,123,control,greene,1,,1,1,1,1,1
13n_638,83,target,greene,1,,1,0,0,0,0
13n_64,229,target,greene,1,,1,0,0,0,0
13n_640,103,target,greene,1,,1,0,0,0,0
13n_642,121,control,greene,1,,1,1,1,1,1
13n_643,127,control,greene,1,,1,1,1,1,1
13n_644,79,target,greene,1,,1,0,0,0,0
13n_646,117,target,greene,1,,1,0,0,0,0
13n_648,131,target,greene,1,,1,0,0,0,0
13n_650,135,target,greene,1,,1,0,0,0,0
13n_655,123,target,greene,1,,1,0,0,0,0
13n_657,73,target,greene,1,,1,0,0,0,0
13n_658,71,target,greene,1,,1,0,0,0,0
13n_659,121,target,greene,1,,1,0,0,0,0
13n_66,169,target,greene,1,,1,0,0,0,0
13n_660,79,target,greene,1,,1,0,0,0,0
13n_662,115,target,greene,1,,1,0,0,0,0
13n_663,181,target,greene,1,,1,0,0,0,0
13n_665,89,control,greene,1,,1,1,1,1,1
13n_666,95,control,greene,1,,1,1,1,1,1
13n_667,59,target,greene,1,,1,0,0,0,0
13n_67,211,target,greene,1,,1,0,0,0,0
13n_671,131,target,greene,1,,1,0,0,0,0
13n_672,101,target,greene,1,,1,0,0,0,0
13n_673,137,target,greene,1,,1,0,0,0,0
13n_674,71,target,greene,1,,1,0,0,0,0
13n_677,103,control,greene,1,,1,1,1,1,1
13n_678,97,control,greene,1,,1,1,1,1,1
13n_681,141,target,greene,1,,1,0,0,0,0
13n_682,75,control,greene,1,,1,1,1,1,1
13n_683,71,target,greene,1,,1,0,0,0,0
13n_685,43,target,greene,1,,1,0,0,0,0
13n_688,77,control,greene,1,,1,1,1,1,1
13n_69,191,target,greene,1,,1,0,0,0,0
13n_692,131,target,greene,1,,0,0,0,0,0
13n_693,101,target,greene,1,,1,0,0,0,0
13n_695,101,target,greene,1,,1,0,0,0,0
13n_696,179,target,greene,1,,1,0,0,0,0
13n_698,61,target,greene,1,,1,0,0,0,0
13n_70,229,target,greene,1,,1,0,0,0,0
13n_702,95,target,greene,1,,1,0,0,0,0
13n_703,41,target,greene,1,,1,0,0,0,0
13n_704,107,target,greene,1,,1,0,0,0,0
13n_705,109,target,greene,1,,1,0,0,0,0
13n_706,79,target,greene,1,,1,0,0,0,0
13n_708,131,target,greene,1,,1,0,0,0,0
13n_710,95,target,greene,1,,1,0,0,0,0
13n_713,155,target,greene,1,,1,0,0,0,0
13n_717,139,target,greene,1,,0,0,0,0,0
13n_718,157,target,greene,1,,1,0,0,0,0
13n_72,121,target,greene,1,,1,0,0,0,0
13n_720,159,target,greene,1,,1,0,0,0,0
13n_722,211,target,greene,1,,1,0,0,0,0
13n_723,141,target,greene,1,,1,0,0,0,0
13n_726,75,target,greene,1,,1,0,0,0,0
13n_728,269,target,greene,1,,1,0,0,0,0
