knot,april,june,verdict,unknotting_crossings,in_crossing_dataset
13a_4738,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4743,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4744,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4745,"[1,1]","[1,1]",u = 1,[5],True
13a_4746,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4748,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4749,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_475,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4752,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4753,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4754,"[1,1]","[1,1]",u = 1,[10],True
13a_4755,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4759,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_476,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_4760,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4762,"[1,1]","[1,1]",u = 1,[3],True
13a_477,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4775,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4778,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4779,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_478,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4783,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4785,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4786,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_479,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4793,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4794,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_4798,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4804,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4807,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4808,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4811,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_4816,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4818,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_482,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_483,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4844,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4845,"[1,1]","[1,1]",u = 1,"[0,11]",True
13a_4846,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4847,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4848,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_485,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_4857,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_486,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_487,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_488,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_489,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_49,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_490,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_491,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_493,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_495,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_496,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_497,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_498,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_499,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_5,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_50,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_500,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_504,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_505,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_506,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_508,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_509,"[1,1]","[1,1]",u = 1,[12],True
13a_51,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_510,"[1,1]","[1,1]",u = 1,[0],True
13a_511,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_512,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_513,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_514,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_515,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_516,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_518,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_519,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_52,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_520,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_521,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_522,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_523,"[1,3]","[2,2]",u >= 2 (McCoy),[],False
13a_527,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_528,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_529,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_53,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_530,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_532,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_534,"[1,1]","[1,1]",u = 1,[12],True
13a_535,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_536,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_537,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_538,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_539,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_54,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_540,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_541,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_544,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_545,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_546,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_547,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_549,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_550,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_551,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_552,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_553,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_554,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_555,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_556,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_557,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_558,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_559,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_561,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_562,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_563,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_565,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_57,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_570,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_572,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_573,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_577,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_579,"[1,3]","[2,2]",u >= 2 (McCoy),[],False
13a_58,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_580,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_581,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_582,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_583,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_585,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_588,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_59,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_590,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_591,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_592,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_593,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_595,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_597,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_598,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_599,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_6,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_600,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_602,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_603,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_604,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_605,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_606,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_607,"[1,1]","[1,1]",u = 1,[3],True
13a_608,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_609,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_61,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_610,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_611,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_612,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_613,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_614,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_615,"[1,1]","[1,1]",u = 1,[3],True
13a_619,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_62,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_620,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_625,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_626,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_627,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_628,"[1,1]","[1,1]",u = 1,[0],True
13a_63,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_630,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_632,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_633,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_634,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_635,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_637,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_638,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_639,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_64,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_640,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_641,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_642,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_649,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_651,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_652,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_654,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_655,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_656,"[1,3]","[2,2]",u >= 2 (McCoy),[],False
13a_657,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_659,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_66,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_662,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_663,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_664,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_667,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_669,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_67,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_671,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_672,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_673,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_674,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_675,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_676,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_677,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_679,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_68,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_680,"[1,1]","[1,1]",u = 1,[5],True
13a_681,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_682,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_683,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_685,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_686,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_687,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_688,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_689,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_69,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_691,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_692,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_694,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_695,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_696,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_697,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_698,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_699,"[1,1]","[1,1]",u = 1,[0],True
13a_7,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_70,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_701,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_702,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_703,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_704,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_705,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_706,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_707,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_711,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_712,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_713,"[1,1]","[1,1]",u = 1,"[5,6]",True
13a_714,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_715,"[1,1]","[1,1]",u = 1,[8],True
13a_716,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_718,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_72,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_720,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_722,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_723,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_724,"[1,1]","[1,1]",u = 1,[0],True
13a_725,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_726,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_727,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_728,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_73,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_730,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_732,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_733,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_734,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_736,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_737,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_738,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_739,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_74,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_740,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_741,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_742,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_744,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_745,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_747,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_748,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_749,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_75,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_750,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_751,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_752,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_753,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_754,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_755,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_756,"[1,1]","[1,1]",u = 1,[0],True
13a_757,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_758,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_759,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_760,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_761,"[1,1]","[1,1]",u = 1,"[4,7]",True
13a_762,"[1,1]","[1,1]",u = 1,"[9,12]",True
13a_763,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_764,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_765,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_766,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_767,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_768,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_769,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_77,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_771,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_772,"[1,1]","[1,1]",u = 1,[0],True
13a_773,"[1,1]","[1,1]",u = 1,[0],True
13a_774,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_776,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_777,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_778,"[1,1]","[1,1]",u = 1,[4],True
13a_779,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_78,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_781,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_782,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_784,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_785,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_786,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_787,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_788,"[1,1]","[1,1]",u = 1,[3],True
13a_789,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_79,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_791,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_792,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_793,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_794,"[1,1]","[1,1]",u = 1,[11],True
13a_795,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_797,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_799,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_800,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_801,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_802,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_805,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_806,"[1,1]","[1,1]",u = 1,[4],True
13a_807,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_808,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_81,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_810,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_811,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_813,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_814,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_815,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_817,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_818,"[1,1]","[1,1]",u = 1,[7],True
13a_820,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_821,"[1,1]","[1,1]",u = 1,[4],True
13a_822,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_824,"[1,1]","[1,1]",u = 1,[7],True
13a_827,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_829,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_83,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_830,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_831,"[1,1]","[1,1]",u = 1,[0],True
13a_832,"[1,1]","[1,1]",u = 1,"[0,12]",True
13a_833,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_834,"[1,1]","[1,1]",u = 1,[12],True
13a_836,"[1,1]","[1,1]",u = 1,[0],True
13a_837,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_838,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_839,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_84,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_840,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_841,"[1,1]","[1,1]",u = 1,[0],True
13a_842,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_843,"[1,1]","[1,1]",u = 1,[3],True
13a_844,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_846,"[1,1]","[1,1]",u = 1,[3],True
13a_847,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_848,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_849,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_850,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_851,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_852,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_853,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_855,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_856,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_857,"[1,1]","[1,1]",u = 1,[4],True
13a_862,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_863,"[1,3]","[2,2]",u >= 2 (McCoy),[],False
13a_864,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_870,"[1,1]","[1,1]",u = 1,[8],True
13a_871,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_872,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_874,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_875,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_876,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_878,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_879,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_88,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_880,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_881,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_882,"[1,1]","[1,1]",u = 1,[0],True
13a_883,"[1,1]","[1,1]",u = 1,[0],True
13a_884,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_885,"[1,1]","[1,1]",u = 1,"[8,11]",True
13a_886,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_89,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_890,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_891,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_892,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_894,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_897,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_898,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_899,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_90,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_900,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_902,"[1,1]","[1,1]",u = 1,[12],True
13a_903,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_905,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_906,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_907,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_908,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_909,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_91,"[1,1]","[1,1]",u = 1,[0],True
13a_911,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_912,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_913,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_914,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_915,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_916,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_917,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_918,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_919,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_92,"[1,1]","[1,1]",u = 1,[0],True
13a_921,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_922,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_923,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_924,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_925,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_926,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_927,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_928,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_929,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_93,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_931,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_934,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_935,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_937,"[1,1]","[1,1]",u = 1,[0],True
13a_938,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_939,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_94,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
