knot,april,june,verdict,unknotting_crossings,in_crossing_dataset
13a_940,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_941,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_942,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_943,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_944,"[1,1]","[1,1]",u = 1,[0],True
13a_945,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_946,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_947,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_948,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_949,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_95,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_951,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_952,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_953,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_954,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_955,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_957,"[1,1]","[1,1]",u = 1,[11],True
13a_958,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_959,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_960,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_961,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_964,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_965,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_966,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_967,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_968,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_969,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_97,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_970,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_971,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_973,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_974,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_977,"[1,1]","[1,1]",u = 1,[12],True
13a_978,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_98,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_980,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_982,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_985,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_986,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_987,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_988,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_99,"[1,1]","[1,1]",u = 1,[3],True
13a_992,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_993,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_995,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_996,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_997,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_998,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_999,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
3_1,"[1,1]","[1,1]",u = 1,"[0,1,2]",True
4_1,"[1,1]","[1,1]",u = 1,"[0,1,2,3]",True
5_2,"[1,1]","[1,1]",u = 1,"[1,3]",True
6_1,"[1,1]","[1,1]",u = 1,"[1,4]",True
6_2,"[1,1]","[1,1]",u = 1,[4],True
6_3,"[1,1]","[1,1]",u = 1,"[0,2]",True
7_2,"[1,1]","[1,1]",u = 1,"[0,3]",True
7_6,"[1,1]","[1,1]",u = 1,[0],True
7_7,"[1,1]","[1,1]",u = 1,"[3,5]",True
8_1,"[1,1]","[1,1]",u = 1,"[2,6]",True
8_11,"[1,1]","[1,1]",u = 1,[5],True
8_13,"[1,1]","[1,1]",u = 1,"[3,7]",True
8_14,"[1,1]","[1,1]",u = 1,[6],True
8_17,"[1,1]","[1,1]",u = 1,"[1,4]",True
8_7,"[1,1]","[1,1]",u = 1,[4],True
8_9,"[1,1]","[1,1]",u = 1,"[0,3]",True
9_12,"[1,1]","[1,1]",u = 1,[7],True
9_14,"[1,1]","[1,1]",u = 1,[8],True
9_19,"[1,1]","[1,1]",u = 1,[5],True
9_2,"[1,1]","[1,1]",u = 1,"[1,6]",True
9_21,"[1,1]","[1,1]",u = 1,[2],True
9_22,"[1,1]","[1,1]",u = 1,[3],True
9_24,"[1,1]","[1,1]",u = 1,[1],True
9_26,"[1,1]","[1,1]",u = 1,[3],True
9_27,"[1,1]","[1,1]",u = 1,[0],True
9_28,"[1,1]","[1,1]",u = 1,"[2,4]",True
9_30,"[1,1]","[1,1]",u = 1,[8],True
9_33,"[1,1]","[1,1]",u = 1,[8],True
9_34,"[1,1]","[1,1]",u = 1,"[2,8]",True
9_39,"[1,1]","[1,1]",u = 1,"[2,4]",True
