knot,baseline,paper,september,relation
13n_4862,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4864,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4869,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4870,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4871,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4872,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4874,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4891,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4892,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4893,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4894,"[3,4]","[3,4]","[3,3]",paper_weaker
13n_4899,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4914,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4916,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4919,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4924,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4926,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4932,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4933,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4936,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4937,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4938,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4939,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_494,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4948,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4955,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4957,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4958,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4962,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4966,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4978,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4982,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4999,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_50,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5001,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5002,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5003,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5004,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5006,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5009,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_5021,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5022,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5028,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5030,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5031,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5032,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_5033,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5036,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_5038,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5044,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5047,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5058,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5062,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_5070,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5081,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5084,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5085,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_5086,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5088,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5090,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5091,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5092,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5097,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_51,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5100,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_511,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_5110,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_513,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_519,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_525,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_535,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_545,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_550,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_558,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_562,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_569,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_579,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_6,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_609,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_610,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_613,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_616,"[3,4]","[3,4]","[3,3]",paper_weaker
13n_620,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_653,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_669,"[3,4]","[3,4]","[3,3]",paper_weaker
13n_675,"[2,4]","[2,4]","[2,3]",paper_weaker
13n_679,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_687,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_689,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_699,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_709,"[3,4]","[3,4]","[3,3]",paper_weaker
13n_712,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_714,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_735,"[2,4]","[2,4]","[2,3]",paper_weaker
13n_743,"[1,3]","[1,3]","[1,2]",paper_weaker
13n_747,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_75,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_750,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_756,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_757,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_760,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_775,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_80,"[2,3]","[2,2]","[2,3]",paper_stronger
13n_801,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_81,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_816,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_820,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_824,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_827,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_828,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_85,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_859,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_86,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_868,"[2,4]","[2,4]","[2,3]",paper_weaker
13n_881,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_895,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_904,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_932,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_94,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_940,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_955,"[1,3]","[1,3]","[1,2]",paper_weaker
13n_96,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_982,"[3,4]","[3,4]","[3,3]",paper_weaker
13n_989,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_994,"[1,3]","[2,3]","[1,3]",paper_stronger
